"C14ID","SiteID","C14Age","C14Error","LabCode","deltaC13","deltaC13Error","Material","calCurve","Region","Ref"
897,114,4420,30,"Beta-171631",-25.8,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
898,114,4510,30,"Beta-171632",-25.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
899,114,4160,40,"Beta-171636",-25.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
900,114,4430,40,"Beta-171634",-26.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
901,114,4350,40,"Beta-168190",-24.9,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
902,114,4530,40,"Beta-171633",-25.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
903,114,4590,40,"Beta-171630",-26.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
904,115,4010,40,"Beta-200454",-27.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
905,115,4495,35,"MTC-05566",-26.8,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
906,116,4140,25,"PLD-4440",-25.76,0.14,"Charred Remain","intcal13",1,"Kobayashi Personal"
907,116,4185,25,"PLD-4447",-25.67,0.11,"Charred Remain","intcal13",1,"Kobayashi Personal"
908,116,4445,25,"PLD-4448",-25.13,0.15,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
909,117,4150,30,"IAAA-31596",-24.19,0.79,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
910,118,4220,40,"Beta-159261",-24.7,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
911,118,4220,40,"Beta-159262",-26.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
912,118,4160,40,"Beta-161101",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
913,118,3425,35,"MTC-04333",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
914,118,4170,40,"Beta-159264",-25.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
915,118,4160,40,"Beta-167432",-25.1,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
916,118,4175,35,"MTC-04334",-24.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
917,118,4140,40,"Beta-159265",-25.8,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
918,118,4060,40,"Beta-159266",-24.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
919,118,4170,35,"MTC-04335",-26.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
920,118,4200,40,"Beta-159267",-25.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
921,118,4210,40,"Beta-159268",-27.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
922,118,4190,40,"Beta-167503",-26.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
923,118,4120,40,"Beta-159269",-26,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
924,118,4210,40,"Beta-167433",-26,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
925,118,4140,40,"Beta-159270",-25.7,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
926,118,4180,40,"Beta-159271",-26,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
927,118,4130,40,"MTC-04897",-26.7,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
928,118,4230,45,"MTC-04898",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
930,118,4180,40,"Beta-167435",-26.1,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
931,118,3370,40,"Beta-167756",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
932,118,4195,40,"MTC-04899",-26.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
933,118,3905,40,"MTC-04336",-29,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
934,118,4060,40,"Beta-159272",-26.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
935,118,4220,50,"Beta-158770",-27.9,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
937,118,4140,50,"Beta-160115",-25.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
938,118,4400,40,"Beta-163457",-26.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
939,118,4210,40,"Beta-160329",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
940,118,4450,40,"Beta-183453",-28.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
941,118,4270,40,"Beta-183452",-27.9,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
942,118,4195,30,"PLD-4174",-24.83,0.13,"Charred Remain","intcal13",1,"Kobayashi Personal"
943,118,3885,30,"PLD-4175",-26.89,0.11,"Charred Remain","intcal13",1,"Kobayashi Personal"
944,119,4440,40,"Beta-162292",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
945,119,4500,40,"Beta-162293",-26.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
946,119,4460,40,"Beta-162290",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
947,119,4440,40,"Beta-162291",-25.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
948,119,4490,40,"Beta-159260",-24.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
949,119,4450,40,"Beta-165962",-27,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
950,119,4440,40,"Beta-163298",-25.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
951,119,4660,40,"Beta-165963",-29.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
952,119,4440,40,"Beta-159258",-25.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
955,120,4610,40,"Beta-158198",-27,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
956,120,4390,40,"Beta-167425",-27,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
957,120,4690,40,"Beta-158200",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
958,120,4400,40,"Beta-165959",-26.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
959,120,4580,40,"Beta-158201",-24.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
960,120,4380,40,"Beta-167426",-25.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
961,120,4270,40,"Beta-158205",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
962,120,4380,50,"Beta-167424",-26.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
964,122,3890,30,"IAAA-11635",-29.28,0.7,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
965,123,3900,40,"Beta-165960",-26.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
966,124,3270,45,"MTC-08511",-29.6,1.8,"Lacquer","intcal13",1,"Kobayashi Personal"
967,124,3275,45,"MTC-08512",-29.6,2.2,"Lacquer","intcal13",1,"Kobayashi Personal"
968,124,3210,40,"MTC-08513",-29.7,1.4,"Lacquer","intcal13",1,"Kobayashi Personal"
969,125,3600,40,"IAAA-41127",-26.82,0.66,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
971,125,3680,40,"IAAA-31107",-27.41,0.76,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
972,125,3650,40,"IAAA-31106",-26.38,0.8,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
974,126,3760,35,"MTC-04881",-31.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
975,126,3830,35,"MTC-04317",-28.1,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
976,126,3820,35,"MTC-04886",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
977,126,3845,35,"MTC-04318",-29,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
978,126,3760,70,"MTC-04586",-25.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
979,126,3810,70,"MTC-04587",-29.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
981,126,3795,35,"MTC-04319",-27.1,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
982,126,3725,35,"MTC-04326",-29.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
983,126,3835,40,"MTC-04888",-25.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
984,126,3760,35,"MTC-04882",-24.7,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
985,126,3765,35,"MTC-04320",-31.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
986,126,3720,40,"MTC-04321",-28.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
987,126,3970,35,"MTC-04322",-29,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
988,126,3740,35,"MTC-04323",-28.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
989,126,3755,35,"MTC-04883",-24.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
990,126,3765,35,"MTC-04324",-28.8,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
991,126,3815,35,"MTC-04325",-30.8,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
992,126,3860,40,"MTC-04884",-27.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
993,126,3695,35,"MTC-04885",-26.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
995,100,4415,40,"MTC-04583",-26.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
1003,103,4060,40,"Beta-171776",-26.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1004,128,3825,35,"MTC-04581",-25.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1005,128,3815,35,"MTC-04580",-28.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1006,128,3675,25,"PLD-4912",-25.85,0.12,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1008,128,3695,25,"PLD-4914",-26.81,0.14,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1009,128,3775,25,"PLD-4915",-26.97,0.14,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1010,128,3825,25,"PLD-4916",-27.5,0.18,"Wood","intcal13",1,"Kobayashi Personal"
1011,128,3970,25,"PLD-4917",-26.37,0.15,"Wood","intcal13",1,"Kobayashi Personal"
1012,128,3790,25,"PLD-4918",-26.91,0.18,"Wood","intcal13",1,"Kobayashi Personal"
1013,128,3840,25,"PLD-4919",-26.9,0.11,"Wood","intcal13",1,"Kobayashi Personal"
1014,128,3865,25,"PLD-4920",-27.13,0.16,"Wood","intcal13",1,"Kobayashi Personal"
1015,128,3870,25,"PLD-4921",-26.63,0.16,"Wood","intcal13",1,"Kobayashi Personal"
1016,128,3860,20,"PLD-4922",-27.16,0.15,"Wood","intcal13",1,"Kobayashi Personal"
1017,128,3885,25,"PLD-4923",-25.97,0.16,"Wood","intcal13",1,"Kobayashi Personal"
1018,128,3865,25,"PLD-4924",-26.7,0.18,"Wood","intcal13",1,"Kobayashi Personal"
1019,128,3885,25,"PLD-4925",-26.78,0.12,"Wood","intcal13",1,"Kobayashi Personal"
1020,128,3940,30,"PLD-4926",-27.38,0.17,"Wood","intcal13",1,"Kobayashi Personal"
1021,128,3835,25,"PLD-4928",-26.99,0.28,"Wood","intcal13",1,"Kobayashi Personal"
1022,128,3910,25,"PLD-4927",-26.69,0.13,"Wood","intcal13",1,"Kobayashi Personal"
1023,128,3885,25,"PLD-4929",-27.29,0.15,"Wood","intcal13",1,"Kobayashi Personal"
1024,129,3500,35,"MTC-03307",-31.4,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
1025,129,3475,30,"MTC-03598",-26.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1026,129,3615,35,"MTC-03308",-24.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1027,129,3580,40,"MTC-03770",-25.8,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1029,129,3440,35,"MTC-03309",-28.2,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
1032,129,3530,30,"MTC-03599",-26.8,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1034,129,3535,35,"MTC-03600",-32.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1035,129,3460,30,"MTC-03514",-25.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1036,129,3470,40,"Beta-189949",-27.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1037,129,3640,40,"Beta-184563",-24.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1040,129,3645,30,"MTC-03515",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1041,129,3570,30,"MTC-03516",-33,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1043,129,3500,60,"MTC-03313",-27.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1044,129,3335,30,"MTC-03601",-24.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1045,129,3435,35,"MTC-03602",-27.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1046,129,3420,35,"MTC-03603",-28.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1047,129,3415,35,"MTC-03314",-25.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1048,129,3380,35,"MTC-03315",-27.9,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1049,129,3270,60,"MTC-03316",-30.2,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
1050,129,3350,40,"Beta-195736",-26,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1051,129,3430,35,"MTC-03317",-28.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1052,129,3345,45,"MTC-05082",-28.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1053,129,3310,40,"Beta-195735",-25.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1054,129,3290,35,"MTC-03517",-29.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1056,129,3390,40,"Beta-186409",-25,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1057,129,3235,35,"MTC-03518",-26.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1058,129,3355,30,"MTC-03318",-25.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1059,129,3335,35,"MTC-03319",-27.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1060,129,3360,60,"MTC-03320",-25,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1061,129,3350,40,"MTC-03321",-31.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1062,129,3340,35,"MTC-03322",-27.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1063,129,3365,35,"MTC-03323",-27.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1064,129,3330,35,"MTC-03324",-24.8,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1065,129,3370,35,"MTC-03604",-27.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1066,129,3270,45,"MTC-05083",-29.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1067,129,3295,40,"MTC-03519",-30.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1068,129,3340,50,"MTC-03605",-26.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1069,129,3370,30,"MTC-03606",-26.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1070,129,3230,35,"MTC-03325",-29.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1071,129,3255,30,"MTC-03607",-26.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1073,129,3400,50,"IAAA-32083",-28.8,1.03,"Lacquer","intcal13",1,"Kobayashi Personal"
1074,129,3500,30,"IAAA-11637",-29.64,0.72,"Lacquer","intcal13",1,"Kobayashi Personal"
1075,129,3460,30,"IAAA-11638",-31.36,0.68,"Others","intcal13",1,"Kobayashi Personal"
1077,131,3275,35,"MTC-04305",-26.8,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1078,131,3180,35,"MTC-04306",-26.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1079,132,2995,25,"PLD-5974",-30.2,0.15,"Charred Remain","intcal13",1,"Kobayashi Personal"
1080,132,2995,25,"PLD-5975",-30.16,0.16,"Charred Remain","intcal13",1,"Kobayashi Personal"
1081,132,3060,20,"PLD-6015",-27.7,0.14,"Charred Remain","intcal13",1,"Kobayashi Personal"
1082,132,3100,20,"PLD-6016",-28.39,0.12,"Charred Remain","intcal13",1,"Kobayashi Personal"
1083,132,3070,20,"PLD-6017",-25.98,0.14,"Charred Remain","intcal13",1,"Kobayashi Personal"
1084,132,3010,20,"PLD-6018",-25.49,0.14,"Charred Remain","intcal13",1,"Kobayashi Personal"
1085,132,3020,20,"PLD-6019",-25.67,0.12,"Charred Remain","intcal13",1,"Kobayashi Personal"
1086,132,2995,20,"PLD-6020",-28.48,0.13,"Charred Remain","intcal13",1,"Kobayashi Personal"
1089,133,3760,40,"IAAA-30041",-26.01,1.18,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1090,133,3110,40,"IAAA-40504",-27.12,0.79,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1091,133,3690,40,"IAAA-40505",-26.83,0.86,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1092,133,3050,30,"IAAA-41151",-28.49,0.65,"Charred Remain","intcal13",1,"Kobayashi Personal"
1093,133,3660,40,"IAAA-41152",-29.43,0.67,"Charred Remain","intcal13",1,"Kobayashi Personal"
1094,133,2970,30,"IAAA-41153",-28.86,0.62,"Charred Remain","intcal13",1,"Kobayashi Personal"
1095,133,2960,30,"IAAA-41155",-26.4,0.66,"Charred Remain","intcal13",1,"Kobayashi Personal"
1096,133,3250,30,"IAAA-41156",-25.79,0.54,"Charred Remain","intcal13",1,"Kobayashi Personal"
1097,133,3180,30,"IAAA-41157",-31.22,0.58,"Charred Remain","intcal13",1,"Kobayashi Personal"
1098,133,3270,40,"IAAA-41132",-24.66,0.7,"Charred Remain","intcal13",1,"Kobayashi Personal"
1099,133,3220,30,"IAAA-41128",-29.63,0.58,"Charred Remain","intcal13",1,"Kobayashi Personal"
1100,133,3220,30,"IAAA-41129",-26.06,0.58,"Charred Remain","intcal13",1,"Kobayashi Personal"
1101,133,3240,40,"IAAA-41134",-29.45,0.7,"Charred Remain","intcal13",1,"Kobayashi Personal"
1102,133,3610,40,"IAAA-41135",-26.75,0.59,"Charred Remain","intcal13",1,"Kobayashi Personal"
1103,133,3870,40,"IAAA-41136",-28.62,0.53,"Charred Remain","intcal13",1,"Kobayashi Personal"
1104,133,3890,40,"IAAA-41137",-29.38,0.76,"Charred Remain","intcal13",1,"Kobayashi Personal"
1106,133,3770,40,"IAAA-41131",-29.23,0.69,"Charred Remain","intcal13",1,"Kobayashi Personal"
1107,133,3200,30,"IAAA-41142",-24.12,0.55,"Charred Remain","intcal13",1,"Kobayashi Personal"
1108,133,3760,40,"IAAA-41143",-26.31,0.57,"Charred Remain","intcal13",1,"Kobayashi Personal"
1109,133,3140,30,"IAAA-41144",-25.25,0.53,"Charred Remain","intcal13",1,"Kobayashi Personal"
1111,133,3300,30,"IAAA-41139",-25.3,0.74,"Charred Remain","intcal13",1,"Kobayashi Personal"
1113,133,3200,40,"IAAA-41141",-24.44,0.6,"Charred Remain","intcal13",1,"Kobayashi Personal"
1114,133,2900,40,"IAAA-41133",-29.85,0.77,"Charred Remain","intcal13",1,"Kobayashi Personal"
1115,133,2900,40,"IAAA-41148",-28.13,0.59,"Charred Remain","intcal13",1,"Kobayashi Personal"
1116,133,2930,30,"IAAA-41149",-27.66,0.55,"Charred Remain","intcal13",1,"Kobayashi Personal"
1117,133,2870,30,"IAAA-41145",-29.18,0.6,"Charred Remain","intcal13",1,"Kobayashi Personal"
1118,133,2920,40,"IAAA-41146",-30.54,0.8,"Charred Remain","intcal13",1,"Kobayashi Personal"
1119,133,3040,30,"IAAA-41147",-26.82,0.58,"Charred Remain","intcal13",1,"Kobayashi Personal"
1120,133,3670,40,"IAAA-41946",-25.67,0.83,"Charred Remain","intcal13",1,"Kobayashi Personal"
1121,133,4170,40,"IAAA-41947",-25.63,0.8,"Charred Remain","intcal13",1,"Kobayashi Personal"
1122,133,3240,40,"IAAA-41948",-29.79,0.73,"Charred Remain","intcal13",1,"Kobayashi Personal"
1123,133,3250,40,"IAAA-41949",-27.83,0.83,"Charred Remain","intcal13",1,"Kobayashi Personal"
1125,134,3770,40,"IAAA-31094",-25,0.93,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1126,134,3660,40,"IAAA-31095",-24.95,0.65,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1127,134,3740,40,"IAAA-31096",-25.66,0.83,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1128,134,3740,40,"IAAA-31097",-25.96,0.83,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1129,134,3680,40,"IAAA-31098",-28.44,0.65,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1130,134,3730,40,"IAAA-31099",-27.34,0.8,"Lacquer","intcal13",1,"Kobayashi Personal"
1131,134,3750,40,"Beta-173514",-26.9,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
1133,134,3740,40,"IAAA-30025",-30.7,0.9,"Lacquer","intcal13",1,"Kobayashi Personal"
1134,135,3860,40,"Beta-193771",-25.9,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1136,135,3140,35,"MTC-04602",-32.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1137,135,3260,35,"MTC-04603",-26.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1138,135,3710,35,"MTC-04599",-29.2,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
1139,135,3230,35,"MTC-04600",-29.9,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
1140,135,3485,45,"MTC-05843",-27.9,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1141,135,3480,45,"MTC-05844",-27.7,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1142,135,2955,40,"MTC-05845",-24.9,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1144,135,3315,40,"MTC-05847",-24.8,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1145,135,3740,35,"MTC-06216",-25.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1146,135,3735,40,"MTC-06217",-24.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1147,135,3345,40,"MTC-06218",-25.9,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1148,135,3470,40,"MTC-06219",-26.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1149,135,3525,35,"MTC-06220",-26.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1150,135,3890,35,"MTC-06221",-24.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1153,135,3395,35,"MTC-06224",-24.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1154,135,3215,25,"PLD-4633",-26.1,0.13,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1155,135,3150,30,"PLD-4634",-25.8,0.12,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1158,135,3250,25,"PLD-4637",-25.17,0.14,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1159,135,3185,25,"PLD-4638",-24.33,0.15,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1160,135,3420,35,"MTC-06376",-24.2,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1164,135,3335,35,"MTC-06380",-24.5,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1166,135,3050,45,"MTC-06384",-26.6,NA,"Wood","intcal13",1,"Kobayashi Personal"
1167,135,2980,40,"MTC-06385",-27.8,NA,"Wood","intcal13",1,"Kobayashi Personal"
1168,135,3935,40,"MTC-06386",-26.6,NA,"Wood","intcal13",1,"Kobayashi Personal"
1169,135,3975,35,"MTC-06391",-30.2,NA,"Wood","intcal13",1,"Kobayashi Personal"
1170,135,3745,35,"MTC-06392",-27.8,NA,"Wood","intcal13",1,"Kobayashi Personal"
1171,135,3630,40,"Beta-211229",-27.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1172,135,3060,40,"Beta-211440",-30.8,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
1173,135,3870,60,"MTC-06717",-26.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
1174,135,3905,30,"MTC-06720",-24.5,NA,"Wood","intcal13",1,"Kobayashi Personal"
1176,135,3725,40,"MTC-06722",-30,NA,"Wood","intcal13",1,"Kobayashi Personal"
1177,135,3420,30,"MTC-06723",-28.1,NA,"Wood","intcal13",1,"Kobayashi Personal"
1178,135,3640,30,"MTC-06725",-26.6,NA,"Wood","intcal13",1,"Kobayashi Personal"
1180,135,3405,30,"MTC-06727",-27.9,NA,"Wood","intcal13",1,"Kobayashi Personal"
1181,135,3620,50,"MTC-06728",-27.2,NA,"Wood","intcal13",1,"Kobayashi Personal"
1182,135,3600,30,"MTC-06729",-28.7,NA,"Wood","intcal13",1,"Kobayashi Personal"
1183,135,3375,35,"MTC-06730",-31.1,NA,"Wood","intcal13",1,"Kobayashi Personal"
1184,135,3485,30,"MTC-06731",-27.2,NA,"Wood","intcal13",1,"Kobayashi Personal"
1185,135,3610,25,"MTC-07156",-28,NA,"Wood","intcal13",1,"Kobayashi Personal"
1186,135,3395,30,"MTC-07157",-28,NA,"Wood","intcal13",1,"Kobayashi Personal"
1188,135,3420,30,"MTC-07159",-33.3,NA,"Others","intcal13",1,"Kobayashi Personal"
1189,135,3290,30,"MTC-07160",-30.4,NA,"Others","intcal13",1,"Kobayashi Personal"
1190,135,3780,30,"MTC-07161",-25.5,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1191,135,3090,30,"MTC-07162",-30.5,NA,"Wood","intcal13",1,"Kobayashi Personal"
1192,135,3810,30,"MTC-07163",-27.6,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1194,135,3580,40,"Beta-216226",-30.5,NA,"Wood","intcal13",1,"Kobayashi Personal"
1195,135,3380,40,"Beta-216227",-29.7,NA,"Wood","intcal13",1,"Kobayashi Personal"
1198,135,3260,40,"Beta-216230",-30.7,NA,"Others","intcal13",1,"Kobayashi Personal"
1199,135,3760,40,"Beta-216231",-27.6,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1200,135,3050,40,"Beta-216232",-28.2,NA,"Wood","intcal13",1,"Kobayashi Personal"
1201,135,3800,40,"Beta-216233",-28.2,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1202,135,3155,35,"MTC-07436",-27.2,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1203,136,3035,30,"PLD-4094",-25.77,0.23,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1204,136,3060,30,"PLD-4095",-26.26,0.17,"Seed/Nut","intcal13",1,"Kobayashi Personal"
1317,215,4170,30,"IAAA-92112",-24.12,0.67,"Charred Remain","intcal13",1,"http://sitereports.nabunken.go.jp/10399"
